Amount_paid,Currency_Code,period_name,Employee_id,Employee_name,Position_name
2718.76646,EUR,APR-2026,,,
-8163.07236,EUR,APR-2026,,,
67400.58344,ILS,APR-2026,,,
-67400.58344,ILS,APR-2026,,,
347.6863,EUR,APR-2026,,,
198.73628,EUR,APR-2026,,,
213.28201,EUR,APR-2026,,,
-1248.48586,USD,APR-2026,,,
-8320.25796,CAD,APR-2026,,,
195.45667,CAD,APR-2026,,,
3289.67853,USD,APR-2026,,,
194710.79851,TRY,APR-2026,,,
111079.51637,TRY,APR-2026,,,
-8.52218,EUR,APR-2026,,,
-91792.81965,TRY,APR-2026,,,
-830.91831,EUR,APR-2026,,,
-732.42725,EUR,APR-2026,,,
624.5882,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
-1848.98121,EUR,APR-2026,,,
75.84706,EUR,APR-2026,,,
82.90979,EUR,APR-2026,,,
-555.07729,EUR,APR-2026,,,
-1236.87557,EUR,APR-2026,,,
3654.35553,EUR,APR-2026,,,
436.73083,EUR,APR-2026,,,
-838.43235,EUR,APR-2026,,,
0,EUR,APR-2026,,,
2417.56433,AED,APR-2026,,,
-6543.55595,AED,APR-2026,,,
-1360.8241,GBP,APR-2026,,,
197.13474,GBP,APR-2026,,,
287.45253,GBP,APR-2026,,,
675.32077,GBP,APR-2026,,,
76.86378,EUR,APR-2026,,,
34.23355,EUR,APR-2026,,,
-534.52795,GBP,APR-2026,,,
12.92676,EUR,APR-2026,,,
0,USD,APR-2026,,,
3739.25184,USD,APR-2026,,,
531.83676,USD,APR-2026,,,
11390.57708,BRL,APR-2026,,,
204518.55984,ARS,APR-2026,,,
125680.7322,ARS,APR-2026,,,
247640.79691,HUF,APR-2026,,,
-4509.98369,THB,APR-2026,,,
32771.19361,EGP,APR-2026,,,
687100.22012,KES,APR-2026,,,
-1181260.84773,KES,APR-2026,,,
29694.84506,EGP,APR-2026,,,
-111844.12355,CNY,APR-2026,,,
13638.72283,CNY,APR-2026,,,
90009.47689,CNY,APR-2026,,,
17135.01901,CNY,APR-2026,,,
12049.93473,CNY,APR-2026,,,
57950.55211,CNY,APR-2026,,,
131823.74597,CNY,APR-2026,,,
58413.53316,CNY,APR-2026,,,
-126257.03938,CNY,APR-2026,,,
97261.48644,CNY,APR-2026,,,
-97261.48644,CNY,APR-2026,,,
51.2635,GBP,APR-2026,,,
6643.53346,PHP,APR-2026,,,
31955.63499,PHP,APR-2026,,,
66486.24731,PHP,APR-2026,,,
-105085.41576,PHP,APR-2026,,,
260.18893,AZN,APR-2026,,,
-342.31826,AZN,APR-2026,,,
-647478.35462,KES,APR-2026,,,
-27344.37698,KES,APR-2026,,,
-3481.093,USD,APR-2026,,,
3096.49831,USD,APR-2026,,,
0,KZT,APR-2026,,,
-467.41065,GBP,APR-2026,,,
69593.94622,INR,APR-2026,,,
261916.23588,INR,APR-2026,,,
0,COP,APR-2026,,,
0,COP,APR-2026,,,
46744.78939,CNY,APR-2026,,,
-43935.13866,INR,APR-2026,,,
13512.3688,INR,APR-2026,,,
8469.81442,USD,APR-2026,,,
90.87001,USD,APR-2026,,,
0,COP,APR-2026,,,
0,COP,APR-2026,,,
497.99664,EUR,APR-2026,,,
871.90632,EUR,APR-2026,,,
113.06763,EUR,APR-2026,,,
139.18578,PEN,APR-2026,,,
0,COP,APR-2026,,,
31699.04257,AED,APR-2026,,,
2819.50418,TWD,APR-2026,,,
1969.20093,TWD,APR-2026,,,
-26278.1904,CNY,APR-2026,,,
-7499.74614,AED,APR-2026,,,
1051.91621,PLN,APR-2026,,,
1634.78426,PLN,APR-2026,,,
-2808.36892,PLN,APR-2026,,,
861.63643,GBP,APR-2026,,,
-2513.63016,GBP,APR-2026,,,
381.0231,EUR,APR-2026,,,
63.71982,EUR,APR-2026,,,
-243.03753,SGD,APR-2026,,,
-1205.80261,USD,APR-2026,,,
-3086.93239,DKK,APR-2026,,,
-1751.21965,SEK,APR-2026,,,
1873.39493,MAD,APR-2026,,,
-4165.1921,NZD,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
4198.05279,PLN,APR-2026,,,
85.19517,GBP,APR-2026,,,
-523.50777,GBP,APR-2026,,,
-5172.07435,EUR,APR-2026,,,
722.51954,DKK,APR-2026,,,
1205.02908,DKK,APR-2026,,,
895.05831,CAD,APR-2026,,,
836.88248,CAD,APR-2026,,,
2372.6082,EUR,APR-2026,,,
2154.4944,EUR,APR-2026,,,
-6115.37461,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
2447.71851,EUR,APR-2026,,,
3114.66588,EUR,APR-2026,,,
0,CHF,APR-2026,,,
96.01643,CAD,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
370.56528,EUR,APR-2026,,,
645.65448,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
-613.1464,USD,APR-2026,,,
0,EUR,APR-2026,,,
7743.45284,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
52149.78831,INR,APR-2026,,,
3966.54062,SGD,APR-2026,,,
924.31761,EUR,APR-2026,,,
3471.95365,CAD,APR-2026,,,
9740.31768,CAD,APR-2026,,,
8035.26161,USD,APR-2026,,,
-361435.58017,VND,APR-2026,,,
104.54588,EUR,APR-2026,,,
78316.7454,USD,APR-2026,,,
3263.97978,USD,APR-2026,,,
13813.22426,USD,APR-2026,,,
4614.17773,USD,APR-2026,,,
1572.66734,USD,APR-2026,,,
-442.72721,USD,APR-2026,,,
1409.206,USD,APR-2026,,,
0,USD,APR-2026,,,
0,USD,APR-2026,,,
1097.3226,USD,APR-2026,,,
0,USD,APR-2026,,,
0,USD,APR-2026,,,
1446.55958,USD,APR-2026,,,
420.41181,USD,APR-2026,,,
-48594.65517,JPY,APR-2026,,,
47786.34067,JPY,APR-2026,,,
381.46209,GBP,APR-2026,,,
-415669.94118,INR,APR-2026,,,
-14664050.70709,IDR,APR-2026,,,
5222714.09807,IDR,APR-2026,,,
377261.69013,IDR,APR-2026,,,
5728.02966,GBP,APR-2026,,,
206.20651,GBP,APR-2026,,,
187.75327,EUR,APR-2026,,,
-5114.43583,EUR,APR-2026,,,
5114.43583,EUR,APR-2026,,,
-9.03277,EUR,APR-2026,,,
9.03277,EUR,APR-2026,,,
0,EUR,APR-2026,,,
6.94118,EUR,APR-2026,,,
-1393.07995,EUR,APR-2026,,,
2204.2838,EUR,APR-2026,,,
-1070.02167,EUR,APR-2026,,,
39105.77703,ZAR,APR-2026,,,
96112.27528,KES,APR-2026,,,
-330466.95164,KES,APR-2026,,,
0,KES,APR-2026,,,
255.2114,PLN,APR-2026,,,
1582.70798,PLN,APR-2026,,,
0,PLN,APR-2026,,,
-29694.84506,EGP,APR-2026,,,
24202.62596,AED,APR-2026,,,
618.13483,AED,APR-2026,,,
4277.23255,AED,APR-2026,,,
1597.1221,AED,APR-2026,,,
-11525.63098,EGP,APR-2026,,,
65953.84257,EGP,APR-2026,,,
3117.11376,USD,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
-394.4793,GBP,APR-2026,,,
349.76919,SEK,APR-2026,,,
684.3954,SGD,APR-2026,,,
3286.74683,SGD,APR-2026,,,
3344.61819,TWD,APR-2026,,,
-13.15979,MYR,APR-2026,,,
41093.74909,TWD,APR-2026,,,
0,TWD,APR-2026,,,
7363.68183,SGD,APR-2026,,,
5218.85248,USD,APR-2026,,,
2734.1091,USD,APR-2026,,,
-3146.95594,USD,APR-2026,,,
1346.70302,USD,APR-2026,,,
1952.84697,USD,APR-2026,,,
58.15582,GBP,APR-2026,,,
0,NOK,APR-2026,,,
-2596.03199,EUR,APR-2026,,,
0,NOK,APR-2026,,,
105.62332,SEK,APR-2026,,,
2785.76566,USD,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
3461.81672,USD,APR-2026,,,
5106.69403,USD,APR-2026,,,
1438.38193,USD,APR-2026,,,
0,USD,APR-2026,,,
-1825694.6858,INR,APR-2026,,,
1825694.6858,INR,APR-2026,,,
3612.50889,USD,APR-2026,,,
2188.95415,USD,APR-2026,,,
4614.97197,USD,APR-2026,,,
8.96941,USD,APR-2026,,,
713.3746,USD,APR-2026,,,
37560.56457,INR,APR-2026,,,
2838.55706,ZAR,APR-2026,,,
32103.15048,ZAR,APR-2026,,,
4282.95285,ZAR,APR-2026,,,
79755.38452,ZAR,APR-2026,,,
2748.35787,ZAR,APR-2026,,,
518.60728,ZAR,APR-2026,,,
705.28676,SAR,APR-2026,,,
716.64399,SAR,APR-2026,,,
101.76558,EUR,APR-2026,,,
72.79322,EUR,APR-2026,,,
1231.97287,EUR,APR-2026,,,
0,EUR,APR-2026,,,
51024.09752,THB,APR-2026,,,
5058.00198,BRL,APR-2026,,,
-186.49727,TND,APR-2026,,,
11.58135,TND,APR-2026,,,
2456.52243,EUR,APR-2026,,,
-1471.43362,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,KRW,APR-2026,,,
0,KRW,APR-2026,,,
1557638.49694,KRW,APR-2026,,,
-86.46211,CHF,APR-2026,,,
0,JPY,APR-2026,,,
19447.05489,CNY,APR-2026,,,
-120.36201,USD,APR-2026,,,
2396.64066,EUR,APR-2026,,,
-43500.11534,JPY,APR-2026,,,
897.06389,USD,APR-2026,,,
0,USD,APR-2026,,,
0,SAR,APR-2026,,,
0,PLN,APR-2026,,,
0,USD,APR-2026,,,
20397.29013,BRL,APR-2026,,,
7344.79342,BRL,APR-2026,,,
-65434.51037,BRL,APR-2026,,,
65434.51037,BRL,APR-2026,,,
-9187.24221,BRL,APR-2026,,,
-105683.81688,BRL,APR-2026,,,
-8089.30791,BRL,APR-2026,,,
73193.99908,BRL,APR-2026,,,
-34599.75564,BRL,APR-2026,,,
7683.11234,BRL,APR-2026,,,
20172.90461,BRL,APR-2026,,,
6743.73869,BRL,APR-2026,,,
3405.58075,BRL,APR-2026,,,
16183.91164,BRL,APR-2026,,,
-19589.49239,BRL,APR-2026,,,
20903.29675,BRL,APR-2026,,,
-2040.43501,QAR,APR-2026,,,
324.26441,QAR,APR-2026,,,
-72246.33753,EGP,APR-2026,,,
43632.00085,AED,APR-2026,,,
-91717.30335,EGP,APR-2026,,,
1171.62927,AED,APR-2026,,,
426.86699,AED,APR-2026,,,
4387.04514,EGP,APR-2026,,,
3687.0821,EGP,APR-2026,,,
11928.71931,EGP,APR-2026,,,
-319766.50392,PHP,APR-2026,,,
0,PHP,APR-2026,,,
74435.27458,PHP,APR-2026,,,
-210670.78653,PHP,APR-2026,,,
2493.96284,RON,APR-2026,,,
45096.17685,CNY,APR-2026,,,
0,PHP,APR-2026,,,
-3617.90351,PHP,APR-2026,,,
25131.61494,CNY,APR-2026,,,
-31710.92089,CNY,APR-2026,,,
2648.74032,CNY,APR-2026,,,
24460.80009,CNY,APR-2026,,,
0,CNY,APR-2026,,,
-197467.74746,CNY,APR-2026,,,
197467.74746,CNY,APR-2026,,,
18981.49492,CNY,APR-2026,,,
5269.71446,ZAR,APR-2026,,,
-5269.71446,ZAR,APR-2026,,,
0,AUD,APR-2026,,,
57.21603,CHF,APR-2026,,,
0,USD,APR-2026,,,
5003.80973,AUD,APR-2026,,,
0,EUR,APR-2026,,,
-882.4295,EUR,APR-2026,,,
590.70989,EUR,APR-2026,,,
93.24094,EUR,APR-2026,,,
198.47867,EUR,APR-2026,,,
950.35648,PLN,APR-2026,,,
-12028.30628,PLN,APR-2026,,,
438.3126,GBP,APR-2026,,,
-2694.63352,AED,APR-2026,,,
903.96707,AED,APR-2026,,,
680.99671,AED,APR-2026,,,
1109.66974,AED,APR-2026,,,
8416.636,AED,APR-2026,,,
-9965.2292,AED,APR-2026,,,
696.3309,QAR,APR-2026,,,
86.99198,EUR,APR-2026,,,
541.20699,MAD,APR-2026,,,
6477.73109,MAD,APR-2026,,,
18502.96007,CNY,APR-2026,,,
8244.93817,CNY,APR-2026,,,
-26747.89824,CNY,APR-2026,,,
11356.62476,INR,APR-2026,,,
211.83075,INR,APR-2026,,,
3855923.48427,IDR,APR-2026,,,
818.10007,SEK,APR-2026,,,
583.35039,SEK,APR-2026,,,
5053.01129,SGD,APR-2026,,,
567.89784,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,AED,APR-2026,,,
98.97038,EUR,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
173.90635,EUR,APR-2026,,,
-3474.50615,EUR,APR-2026,,,
-707.65655,EUR,APR-2026,,,
35.62961,EUR,APR-2026,,,
1626.23909,EUR,APR-2026,,,
806.15182,EUR,APR-2026,,,
1121.13223,CAD,APR-2026,,,
306.69059,PLN,APR-2026,,,
641.64806,PLN,APR-2026,,,
6322.45614,CHF,APR-2026,,,
-6322.45614,CHF,APR-2026,,,
38383.5378,CNY,APR-2026,,,
-1208.72816,EUR,APR-2026,,,
495.46986,EUR,APR-2026,,,
75.68402,EUR,APR-2026,,,
108.58169,EUR,APR-2026,,,
152138.34683,CNY,APR-2026,,,
0,CNY,APR-2026,,,
-346940.86865,CNY,APR-2026,,,
3233.40773,USD,APR-2026,,,
0,USD,APR-2026,,,
-204.86073,EUR,APR-2026,,,
18901.87856,INR,APR-2026,,,
-14777.75047,PLN,APR-2026,,,
-5449.2966,AUD,APR-2026,,,
401.52355,USD,APR-2026,,,
300.24961,SAR,APR-2026,,,
-1668.34752,EUR,APR-2026,,,
945.14183,EUR,APR-2026,,,
364.05319,EUR,APR-2026,,,
359.1525,EUR,APR-2026,,,
-39810.75162,BRL,APR-2026,,,
39810.75162,BRL,APR-2026,,,
0,EUR,APR-2026,,,
0,EUR,APR-2026,,,
108.4153,CAD,APR-2026,,,
1183.78028,USD,APR-2026,,,
451.0754,USD,APR-2026,,,
2133.0408,USD,APR-2026,,,
-328.86918,USD,APR-2026,,,
1039.19757,EUR,APR-2026,,,
2312.77858,USD,APR-2026,,,
7172.07315,USD,APR-2026,,,
-29109.65176,USD,APR-2026,,,
39127.11411,USD,APR-2026,,,
605.80792,USD,APR-2026,,,
720.66608,USD,APR-2026,,,
905.95404,USD,APR-2026,,,
11234.48881,USD,APR-2026,,,
364.38251,USD,APR-2026,,,
404.51956,USD,APR-2026,,,
884.94932,USD,APR-2026,,,
1399.58526,USD,APR-2026,,,
31306.91882,USD,APR-2026,,,
2180.2967,USD,APR-2026,,,
29.24608,CHF,APR-2026,,,
0,IDR,APR-2026,,,
-6107145.57225,IDR,APR-2026,,,
16740.53944,JPY,APR-2026,,,
41398.74768,JPY,APR-2026,,,
56614.30777,JPY,APR-2026,,,
-2828.80086,AZN,APR-2026,,,
585.18446,AZN,APR-2026,,,
854.66236,AZN,APR-2026,,,
-101171.87295,KES,APR-2026,,,
28519.81125,KES,APR-2026,,,
111.58377,EUR,APR-2026,,,
-26851.53643,PLN,APR-2026,,,
-10276.10457,PLN,APR-2026,,,
17945.27421,PLN,APR-2026,,,
10849.40523,PLN,APR-2026,,,
1367.47622,PLN,APR-2026,,,
-13707.576,PLN,APR-2026,,,
18842.05321,PLN,APR-2026,,,
-2015.88549,MYR,APR-2026,,,
13602.79475,SGD,APR-2026,,,
122635.01076,NGN,APR-2026,,,
65952.31917,NGN,APR-2026,,,
-188587.32993,NGN,APR-2026,,,
-288611.66269,KZT,APR-2026,,,
190032.33169,KZT,APR-2026,,,
98579.331,KZT,APR-2026,,,
241532.88932,KZT,APR-2026,,,
3375.54971,AED,APR-2026,,,
367.52846,AED,APR-2026,,,
99.1301,EUR,APR-2026,,,
-5316.56531,SGD,APR-2026,,,
-911.15024,GBP,APR-2026,,,
-690.53482,EUR,APR-2026,,,
-5691.6532,DKK,APR-2026,,,
117.66559,SGD,APR-2026,,,
9.65113,SGD,APR-2026,,,
0,SAR,APR-2026,,,
-59642.98847,SAR,APR-2026,,,
240.93515,GBP,APR-2026,,,
161.03901,GBP,APR-2026,,,
155.59443,GBP,APR-2026,,,
11664.95563,CNY,APR-2026,,,
591.49238,SEK,APR-2026,,,
215.04957,SEK,APR-2026,,,
47.66836,EUR,APR-2026,,,
0,SEK,APR-2026,,,
6189.39118,GBP,APR-2026,,,
-10196.26615,AED,APR-2026,,,
24609.45692,PKR,APR-2026,,,
-31504.06783,SAR,APR-2026,,,
113.51704,EUR,APR-2026,,,
131.96732,EUR,APR-2026,,,
416.15422,EUR,APR-2026,,,
276.20536,EUR,APR-2026,,,
49.77693,EUR,APR-2026,,,
1156.02926,AED,APR-2026,,,
280.67519,AED,APR-2026,,,
15161.92306,SEK,APR-2026,,,
3107.03721,EUR,APR-2026,,,
416.99969,EUR,APR-2026,,,
-702.81493,EUR,APR-2026,,,
-261.91337,EUR,APR-2026,,,
-3452.61744,EUR,APR-2026,,,
1421.69375,EUR,APR-2026,,,
798.95082,EUR,APR-2026,,,
-196.61418,EUR,APR-2026,,,
-502.28328,EUR,APR-2026,,,
231.42022,EUR,APR-2026,,,
192.8442,EUR,APR-2026,,,
170.55208,EUR,APR-2026,,,
-170.55208,EUR,APR-2026,,,
12696.4373,ZAR,APR-2026,,,
27864.47317,ZAR,APR-2026,,,
-115412.40132,CNY,APR-2026,,,
0,CNY,APR-2026,,,
1337.48011,TWD,APR-2026,,,
1868.2484,TWD,APR-2026,,,
-5210.04245,TWD,APR-2026,,,
-1613.73514,USD,APR-2026,,,
41.39963,USD,APR-2026,,,
36.8351,USD,APR-2026,,,
14590.30603,BRL,APR-2026,,,
4707.74879,BRL,APR-2026,,,
-91278.6461,CNY,APR-2026,,,
-462.76636,MAD,APR-2026,,,
261.58922,GBP,APR-2026,,,
314.02645,GBP,APR-2026,,,
5146.76364,SAR,APR-2026,,,
2883.91384,SAR,APR-2026,,,
18273.6805,USD,APR-2026,,,
3387.35872,USD,APR-2026,,,
17793.76546,ZAR,APR-2026,,,
22616.74595,ZAR,APR-2026,,,
540.70333,AED,APR-2026,,,
20630.24525,EGP,APR-2026,,,
2603915.81282,TZS,APR-2026,,,
2460173.83088,TZS,APR-2026,,,
1922182.08117,TZS,APR-2026,,,
-6986271.72487,TZS,APR-2026,,,
7369.60029,ZAR,APR-2026,,,
-7369.60029,ZAR,APR-2026,,,
-1617.3686,AUD,APR-2026,,,
120.68455,AUD,APR-2026,,,
470.45283,AUD,APR-2026,,,
17460.22625,EGP,APR-2026,,,
-8124.18132,USD,APR-2026,,,
8211.2413,USD,APR-2026,,,
-20903.29675,BRL,APR-2026,,,
-60622.66432,BRL,APR-2026,,,
47531.89615,BRL,APR-2026,,,
13090.76817,BRL,APR-2026,,,
250447.59095,INR,APR-2026,,,
-1947.09161,PLN,APR-2026,,,
-2831.79301,SAR,APR-2026,,,
769298.47712,ARS,APR-2026,,,
-4008.53339,EUR,APR-2026,,,
4008.53339,EUR,APR-2026,,,
822.77541,USD,APR-2026,,,
-116320.67454,EGP,APR-2026,,,
127165.97413,CNY,APR-2026,,,
67416.26206,CNY,APR-2026,,,
-264550.54142,CNY,APR-2026,,,
0,CNY,APR-2026,,,
29056.43611,CNY,APR-2026,,,
-108.10622,GBP,APR-2026,,,
0,EUR,APR-2026,,,
-245.48436,EUR,APR-2026,,,
3142.89152,USD,APR-2026,,,
-1007.12695,EUR,APR-2026,,,
297.71226,PLN,APR-2026,,,
1279.08201,PLN,APR-2026,,,
1046.00367,EUR,APR-2026,,,
1460.38553,EUR,APR-2026,,,
946.55185,AED,APR-2026,,,
9708.06325,SEK,APR-2026,,,
3665.82541,SEK,APR-2026,,,
2377.57012,DKK,APR-2026,,,
2061.41709,TWD,APR-2026,,,
280.49305,USD,APR-2026,,,
1040.47989,USD,APR-2026,,,
-608.13699,USD,APR-2026,,,
0,EUR,APR-2026,,,
-8845.22108,EUR,APR-2026,,,
-4332.02055,USD,APR-2026,,,
3451.35403,USD,APR-2026,,,
0.00232,EUR,APR-2026,,,
0,CHF,APR-2026,,,
-1325.08453,CAD,APR-2026,,,
-0.00125,EUR,APR-2026,,,
0,EUR,APR-2026,,,
539.60805,EUR,APR-2026,,,
670.18206,EUR,APR-2026,,,
134.60148,EUR,APR-2026,,,
-9410.09633,EUR,APR-2026,,,
6577.91914,EUR,APR-2026,,,
1689.95237,DKK,APR-2026,,,
-3617.50099,DKK,APR-2026,,,
380.42935,EUR,APR-2026,,,
1979.5651,USD,APR-2026,,,
309.63657,USD,APR-2026,,,
-5575.51695,USD,APR-2026,,,
2880.98425,EUR,APR-2026,,,
2342.72192,EUR,APR-2026,,,
-8613.30319,EUR,APR-2026,,,
0,EUR,APR-2026,,,
-11006027.0856,IDR,APR-2026,,,
-2906.79317,AED,APR-2026,,,
993.26469,AED,APR-2026,,,
1450.40562,AED,APR-2026,,,
-5296.12396,EUR,APR-2026,,,
0,EUR,APR-2026,,,
2398.00839,EUR,APR-2026,,,
1538.84092,EUR,APR-2026,,,
-3523.05275,BRL,APR-2026,,,
69822.80422,INR,APR-2026,,,
-1087.55135,MAD,APR-2026,,,
-24039800.68826,COP,APR-2026,,,
0,COP,APR-2026,,,
6114.90393,SAR,APR-2026,,,
20330.56724,USD,APR-2026,,,
1260.39335,EUR,APR-2026,,,
102.5503,MAD,APR-2026,,,
96749.37602,INR,APR-2026,,,
0,INR,APR-2026,,,
-300591.97179,INR,APR-2026,,,
-2725.50075,USD,APR-2026,,,
-3716.06481,USD,APR-2026,,,
2868.84638,USD,APR-2026,,,
1182.33815,USD,APR-2026,,,
0,USD,APR-2026,,,
0,USD,APR-2026,,,
1753.9443,USD,APR-2026,,,
463.05863,USD,APR-2026,,,
2327.19217,USD,APR-2026,,,
-722.34401,USD,APR-2026,,,
4406.34428,USD,APR-2026,,,
0,EUR,APR-2026,,,
-126.63631,EUR,APR-2026,,,
0,EUR,APR-2026,,,
271.1577,USD,APR-2026,,,
1724.70573,CZK,APR-2026,,,
8643.3582,CZK,APR-2026,,,
-10368.06393,CZK,APR-2026,,,
0,SGD,APR-2026,,,
0,SGD,APR-2026,,,
-1515.94337,EUR,APR-2026,,,
30683.25317,EGP,APR-2026,,,
951.72636,CAD,APR-2026,,,
216.80855,SGD,APR-2026,,,
7056.19047,EGP,APR-2026,,,
61389.08929,EGP,APR-2026,,,
47875.39478,EGP,APR-2026,,,
0,USD,APR-2026,,,
436.01348,EUR,APR-2026,,,
-1884.25466,EUR,APR-2026,,,
14748.25235,USD,APR-2026,,,
-6827.42301,EUR,APR-2026,,,
6827.42301,EUR,APR-2026,,,
406.43734,EUR,APR-2026,,,
1695.47387,USD,APR-2026,,,
1558.10469,USD,APR-2026,,,
415.20403,CRC,APR-2026,,,
-415.20403,CRC,APR-2026,,,
0,UYU,APR-2026,,,
-5519.8296,EUR,APR-2026,,,
16562.60931,BRL,APR-2026,,,
-19857.1724,BRL,APR-2026,,,
33786.21264,MXN,APR-2026,,,
-33786.21264,MXN,APR-2026,,,
-75467.19141,JPY,APR-2026,,,
0,CHF,APR-2026,,,
1105.7217,CAD,APR-2026,,,
41.24849,EUR,APR-2026,,,
20.38729,EUR,APR-2026,,,
-83.36048,EUR,APR-2026,,,
-196990.24543,INR,APR-2026,,,
-270502.40389,CLP,APR-2026,,,
329.89768,CHF,APR-2026,,,
4823.00921,EGP,APR-2026,,,
2459.351,USD,APR-2026,,,
132.76096,USD,APR-2026,,,
-1256.93574,PLN,APR-2026,,,
8001.32584,PHP,APR-2026,,,
8528.24008,PHP,APR-2026,,,
-51139.53617,CNY,APR-2026,,,
321.41471,EUR,APR-2026,,,
61.0249,EUR,APR-2026,,,
85.90214,EUR,APR-2026,,,
1510.65536,USD,APR-2026,,,
469.91854,USD,APR-2026,,,
2237.11883,CAD,APR-2026,,,
646.3564,CAD,APR-2026,,,
592.04646,USD,APR-2026,,,
2456.95007,EUR,APR-2026,,,
78.60606,EUR,APR-2026,,,
2395.32292,USD,APR-2026,,,
-2706.04796,USD,APR-2026,,,
2706.04796,USD,APR-2026,,,
3.21922,USD,APR-2026,,,
0,INR,APR-2026,,,
26981.2586,INR,APR-2026,,,
211.65715,AUD,APR-2026,,,
386.95501,USD,APR-2026,,,
2936.20343,USD,APR-2026,,,
1521.81458,EGP,APR-2026,,,
-18062.8062,EGP,APR-2026,,,
5549.4469,CAD,APR-2026,,,
-219.23438,GBP,APR-2026,,,
30.0259,GBP,APR-2026,,,
1239.41924,SAR,APR-2026,,,
406.99353,EUR,APR-2026,,,
73799.89757,CNY,APR-2026,,,
57307.41789,CNY,APR-2026,,,
336.18235,USD,APR-2026,,,
855.31865,USD,APR-2026,,,
0,SAR,APR-2026,,,
-0.64251,EUR,APR-2026,,,
-24.4825,EUR,APR-2026,,,
97.16393,EUR,APR-2026,,,
0,PHP,APR-2026,,,
2159.83976,USD,APR-2026,,,
2229.08721,DKK,APR-2026,,,
-1281.49533,USD,APR-2026,,,
-1711.58554,USD,APR-2026,,,
8059.53932,PLN,APR-2026,,,
13001.83138,PLN,APR-2026,,,
-597.42503,USD,APR-2026,,,
-5712.43857,TWD,APR-2026,,,
0,EUR,APR-2026,,,
-2425.64818,PLN,APR-2026,,,
184.06638,SGD,APR-2026,,,
-7165.40137,TWD,APR-2026,,,
-7128113.92509,COP,APR-2026,,,
1944319.05025,COP,APR-2026,,,
590.26865,MAD,APR-2026,,,
-3.40939,EUR,APR-2026,,,
-7609.20673,MAD,APR-2026,,,
2295.61741,CAD,APR-2026,,,
0,TWD,APR-2026,,,
22515.07702,EGP,APR-2026,,,
62582.42453,EGP,APR-2026,,,
-108188.71691,EGP,APR-2026,,,
-9698.25186,USD,APR-2026,,,
0,ZAR,APR-2026,,,
-4548.80115,AUD,APR-2026,,,
-51024.09752,THB,APR-2026,,,
1582.80521,TND,APR-2026,,,
-223948.2645,PKR,APR-2026,,,
40.21673,AED,APR-2026,,,
1955.65372,CAD,APR-2026,,,
0,AED,APR-2026,,,
0,IDR,APR-2026,,,
0,AED,APR-2026,,,
-1425484.73165,VND,APR-2026,,,
6701797.27402,VND,APR-2026,,,
-41705.36174,AMD,APR-2026,,,
41705.36174,AMD,APR-2026,,,
-13846.82238,BRL,APR-2026,,,
10001.69933,BRL,APR-2026,,,
-5242.53744,USD,APR-2026,,,
-8171.39115,USD,APR-2026,,,
-6916.63865,USD,APR-2026,,,
0,USD,APR-2026,,,
893.91809,USD,APR-2026,,,
4991.44208,USD,APR-2026,,,
1767.30246,TWD,APR-2026,,,
0,CLP,APR-2026,,,
693.63785,EUR,APR-2026,,,
35.53403,EUR,APR-2026,,,
4375.77764,EGP,APR-2026,,,
61902.35958,KES,APR-2026,,,
1884.45365,JPY,APR-2026,,,
5660.93337,JPY,APR-2026,,,
0,RON,APR-2026,,,
1763.68284,ILS,APR-2026,,,
145928.70342,PKR,APR-2026,,,
220626.83686,PKR,APR-2026,,,
-362.05702,EUR,APR-2026,,,
-4273.21093,USD,APR-2026,,,
-2020.48397,EUR,APR-2026,,,
116.7117,EUR,APR-2026,,,
85.21113,EUR,APR-2026,,,
0,TRY,APR-2026,,,
0,TRY,APR-2026,,,
59842.86505,KES,APR-2026,,,
658970.85515,KES,APR-2026,,,
-878269.19493,KES,APR-2026,,,
130.95714,AUD,APR-2026,,,
-348.11986,AUD,APR-2026,,,
917.75441,EUR,APR-2026,,,
-2499.48992,EUR,APR-2026,,,
2823.25157,PEN,APR-2026,,,
-16181.57272,SEK,APR-2026,,,
16181.57272,SEK,APR-2026,,,
19015.4321,SEK,APR-2026,,,
-1014845.27808,IDR,APR-2026,,,
-1041433.43699,IDR,APR-2026,,,
1853214.82868,IDR,APR-2026,,,
