Amount_paid,Currency_Code,period_name,Employee_id,Employee_name,Position_name
136892.54776,JPY,MAR-2025,,,
11687.89659,EUR,MAR-2025,,,
32195.22671,EUR,MAR-2025,,,
3042.42037,EUR,MAR-2025,,,
14968617.90312,KRW,MAR-2025,,,
0,EUR,MAR-2025,,,
18794.48272,USD,MAR-2025,,,
10202.5,USD,MAR-2025,,,
3558.59259,USD,MAR-2025,,,
3514.24709,USD,MAR-2025,,,
785.49144,EUR,MAR-2025,,,
2337.20971,EUR,MAR-2025,,,
5551428.82204,COP,MAR-2025,,,
220608.8288,KES,MAR-2025,,,
121981.12595,KES,MAR-2025,,,
207419.58408,KES,MAR-2025,,,
-7793.16298,CNY,MAR-2025,,,
91162.78471,KRW,MAR-2025,,,
-832118.6781596295638142421451813122,KRW,MAR-2025,,,
5462.2083,MYR,MAR-2025,,,
2236.28036,MYR,MAR-2025,,,
232920.67104,KES,MAR-2025,,,
104951.82345,KES,MAR-2025,,,
43067.00201,TWD,MAR-2025,,,
3951.09456,USD,MAR-2025,,,
3014.75706,USD,MAR-2025,,,
158212.57935,INR,MAR-2025,,,
92591.10338,INR,MAR-2025,,,
3281.78618,EUR,MAR-2025,,,
11763.22507,BRL,MAR-2025,,,
9174.47839,BRL,MAR-2025,,,
-20937.70346,BRL,MAR-2025,,,
2649693.7445,KRW,MAR-2025,,,
9928.30416,SGD,MAR-2025,,,
13203.45087,THB,MAR-2025,,,
9357.15275,AUD,MAR-2025,,,
12841.7548,AUD,MAR-2025,,,
0,KRW,MAR-2025,,,
0,SGD,MAR-2025,,,
5824.44525,SGD,MAR-2025,,,
31767880.11082,IDR,MAR-2025,,,
37937.92115,SEK,MAR-2025,,,
0,BRL,MAR-2025,,,
1480.24055,EUR,MAR-2025,,,
651.75247,EUR,MAR-2025,,,
661530.20511,ARS,MAR-2025,,,
26632.18833,USD,MAR-2025,,,
0,EUR,MAR-2025,,,
1226.90332,EUR,MAR-2025,,,
3960.73582,USD,MAR-2025,,,
5781.07448,USD,MAR-2025,,,
12629.81547,USD,MAR-2025,,,
2543.61936,USD,MAR-2025,,,
21277.06468,DKK,MAR-2025,,,
3346.90905,USD,MAR-2025,,,
1516.36326,USD,MAR-2025,,,
-146686.6726,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
30801.21476,CNY,MAR-2025,,,
33585.94056,TWD,MAR-2025,,,
96335.48697,TWD,MAR-2025,,,
128781.32458,TWD,MAR-2025,,,
1819.13093,COP,MAR-2025,,,
5523.55192,AED,MAR-2025,,,
7050.79425,AED,MAR-2025,,,
0,AED,MAR-2025,,,
-9500.28482,BRL,MAR-2025,,,
278453.81906,INR,MAR-2025,,,
115323.62951,INR,MAR-2025,,,
25592.50806,MXN,MAR-2025,,,
3568.86569,EUR,MAR-2025,,,
6077.07057,AUD,MAR-2025,,,
3029.58316,AUD,MAR-2025,,,
2730.70431,AUD,MAR-2025,,,
0,AUD,MAR-2025,,,
0,AUD,MAR-2025,,,
187582.93417,MXN,MAR-2025,,,
-29230.20932,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
-18666.00694,BRL,MAR-2025,,,
1079.05782,EUR,MAR-2025,,,
22637.74483,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
4832.97754,CNY,MAR-2025,,,
10766.02685,CNY,MAR-2025,,,
412076.13005,INR,MAR-2025,,,
25910.24152,MXN,MAR-2025,,,
1100.65029,EUR,MAR-2025,,,
1886.76111,USD,MAR-2025,,,
19077.38154,USD,MAR-2025,,,
3432.54039,USD,MAR-2025,,,
651.74818,USD,MAR-2025,,,
486.05975,EUR,MAR-2025,,,
6822.20435,USD,MAR-2025,,,
2346.5695,USD,MAR-2025,,,
30970.82561,DKK,MAR-2025,,,
23678.64778,DKK,MAR-2025,,,
3171.15298,USD,MAR-2025,,,
3033.71166,GBP,MAR-2025,,,
615.06095,EUR,MAR-2025,,,
3374.224,USD,MAR-2025,,,
4390.18625,USD,MAR-2025,,,
0,EUR,MAR-2025,,,
4257.48567,EUR,MAR-2025,,,
281151.42066,THB,MAR-2025,,,
46698.86531,THB,MAR-2025,,,
7738.23883,SGD,MAR-2025,,,
0,SGD,MAR-2025,,,
7565.65024,EUR,MAR-2025,,,
10035.05682,EUR,MAR-2025,,,
4417.66113,EUR,MAR-2025,,,
4608.10419,EUR,MAR-2025,,,
4403.02228,EUR,MAR-2025,,,
0,EUR,MAR-2025,,,
3378.46635,EUR,MAR-2025,,,
3233.09887,EUR,MAR-2025,,,
8636.9197,EUR,MAR-2025,,,
5973.45498,EUR,MAR-2025,,,
873.28691,EUR,MAR-2025,,,
2367.1004,EUR,MAR-2025,,,
47998.45799,EUR,MAR-2025,,,
6681.15063,USD,MAR-2025,,,
4685.89997,USD,MAR-2025,,,
1777.56808,EUR,MAR-2025,,,
363943.3435,JPY,MAR-2025,,,
10460.3454,EUR,MAR-2025,,,
11900.22818,EUR,MAR-2025,,,
1958.2609,EUR,MAR-2025,,,
370.8406,EUR,MAR-2025,,,
0,EUR,MAR-2025,,,
2096.56604,EUR,MAR-2025,,,
3532.86898,EUR,MAR-2025,,,
44343.53136,MYR,MAR-2025,,,
2167.73413,EUR,MAR-2025,,,
6912.4217,EUR,MAR-2025,,,
14014.5143,GBP,MAR-2025,,,
0,BRL,MAR-2025,,,
1123.21163,BRL,MAR-2025,,,
20701.96063,SAR,MAR-2025,,,
6716.02602,AUD,MAR-2025,,,
4248.65174,AUD,MAR-2025,,,
7976.13447,NZD,MAR-2025,,,
5879.17235,USD,MAR-2025,,,
5445.87437,USD,MAR-2025,,,
38579.22058,CNY,MAR-2025,,,
-47937.10016,CNY,MAR-2025,,,
0,JPY,MAR-2025,,,
295319.6175,JPY,MAR-2025,,,
68657.69664,JPY,MAR-2025,,,
1685.0767,GBP,MAR-2025,,,
2810.3902,EUR,MAR-2025,,,
1446.1516,EUR,MAR-2025,,,
5833.95799,MXN,MAR-2025,,,
6218.45159,USD,MAR-2025,,,
1953.64793,CAD,MAR-2025,,,
3345.81395,CAD,MAR-2025,,,
544385.72568,TRY,MAR-2025,,,
88121.2601,MXN,MAR-2025,,,
19263.79703,MXN,MAR-2025,,,
8313151.743,COP,MAR-2025,,,
31906839.86339,IDR,MAR-2025,,,
6943.96979,MAD,MAR-2025,,,
11073.88618,MAD,MAR-2025,,,
15704.60842,MXN,MAR-2025,,,
12438.8701,MXN,MAR-2025,,,
6264.41177,USD,MAR-2025,,,
116214.87239,INR,MAR-2025,,,
279249.9292,INR,MAR-2025,,,
27662.80333,CNY,MAR-2025,,,
-65301.91224,CNY,MAR-2025,,,
32937.56378,PKR,MAR-2025,,,
5870.10373,MYR,MAR-2025,,,
5215.50664,MYR,MAR-2025,,,
14141.69955,AED,MAR-2025,,,
1283694.98895,INR,MAR-2025,,,
390181.40129,INR,MAR-2025,,,
140417.60333,INR,MAR-2025,,,
638.8572,BAM,MAR-2025,,,
2036.48529,EUR,MAR-2025,,,
1795.21219,EUR,MAR-2025,,,
7096.35823,BGN,MAR-2025,,,
11666.11086,BGN,MAR-2025,,,
15796.5385,CNY,MAR-2025,,,
5187.40554,CNY,MAR-2025,,,
1259599.20593,ARS,MAR-2025,,,
7904.9808,CNY,MAR-2025,,,
12935.85753,CNY,MAR-2025,,,
497.72563,CNY,MAR-2025,,,
15520.87322,CNY,MAR-2025,,,
9624.24385,CNY,MAR-2025,,,
3410.68033,EUR,MAR-2025,,,
9279.90298,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
9696.86195,SAR,MAR-2025,,,
4576.84373,SAR,MAR-2025,,,
17243.41453,PLN,MAR-2025,,,
6201.41154,USD,MAR-2025,,,
3386.10357,USD,MAR-2025,,,
6954.02818,USD,MAR-2025,,,
1460.36327,USD,MAR-2025,,,
7352.64949,PLN,MAR-2025,,,
0,PLN,MAR-2025,,,
6636.95773,PLN,MAR-2025,,,
23.56193,PLN,MAR-2025,,,
7071.76371,AED,MAR-2025,,,
2136.5169,CAD,MAR-2025,,,
1176.04423,EUR,MAR-2025,,,
1184.91631,EUR,MAR-2025,,,
54728531.75494,IDR,MAR-2025,,,
7368.03018,EUR,MAR-2025,,,
2315.32434,CAD,MAR-2025,,,
6311.54654,EUR,MAR-2025,,,
0,EUR,MAR-2025,,,
0,VND,MAR-2025,,,
0,EUR,MAR-2025,,,
0,EUR,MAR-2025,,,
3253.09173,EUR,MAR-2025,,,
1713.59975,EUR,MAR-2025,,,
1873.78851,EUR,MAR-2025,,,
1665.91745,EUR,MAR-2025,,,
5581.53421,EUR,MAR-2025,,,
4126.39541,EUR,MAR-2025,,,
3137.29587,EUR,MAR-2025,,,
2821.23981,EUR,MAR-2025,,,
13886.15054,EUR,MAR-2025,,,
1965.80797,EUR,MAR-2025,,,
6561.11116,EUR,MAR-2025,,,
9103.66065,EUR,MAR-2025,,,
1899.80184,EUR,MAR-2025,,,
1021.50301,EUR,MAR-2025,,,
10780.92315,BRL,MAR-2025,,,
9943.08901,CNY,MAR-2025,,,
6997.49258,CNY,MAR-2025,,,
8072.41936,CNY,MAR-2025,,,
559590.47554,PKR,MAR-2025,,,
-19618.9356136798754142470573148964,PKR,MAR-2025,,,
0,PKR,MAR-2025,,,
16662.02648,PKR,MAR-2025,,,
3136.79687,AUD,MAR-2025,,,
126547.73975,NGN,MAR-2025,,,
23028.45552,EUR,MAR-2025,,,
62335093.25719,IDR,MAR-2025,,,
18773403.49274,IDR,MAR-2025,,,
3919.52936,USD,MAR-2025,,,
0,USD,MAR-2025,,,
12656.97384,CHF,MAR-2025,,,
0,CHF,MAR-2025,,,
0,CHF,MAR-2025,,,
2026.71229,EUR,MAR-2025,,,
12455.82535,SGD,MAR-2025,,,
4518.5451,EUR,MAR-2025,,,
10585.48082,PEN,MAR-2025,,,
5280.53378,BRL,MAR-2025,,,
4921.75085,GTQ,MAR-2025,,,
7221.83348,BRL,MAR-2025,,,
-14346.93801,BRL,MAR-2025,,,
0,KZT,MAR-2025,,,
0,KZT,MAR-2025,,,
342901.7064,KZT,MAR-2025,,,
3430.63014,QAR,MAR-2025,,,
938.7115,GBP,MAR-2025,,,
896029.07704,INR,MAR-2025,,,
2822697.65634,INR,MAR-2025,,,
1248.20558,CAD,MAR-2025,,,
0,CAD,MAR-2025,,,
0,KRW,MAR-2025,,,
37759880.54163,IDR,MAR-2025,,,
150453209.56447,IDR,MAR-2025,,,
1761874.35331,KRW,MAR-2025,,,
872782.20049,KRW,MAR-2025,,,
-19778.81764,CNY,MAR-2025,,,
4387.0733,CNY,MAR-2025,,,
2019.68334,EUR,MAR-2025,,,
16752006.50947,CRC,MAR-2025,,,
52792.0544,MYR,MAR-2025,,,
6335.92564,MYR,MAR-2025,,,
5280.62096,MYR,MAR-2025,,,
2428.32672,GBP,MAR-2025,,,
73419.88692,INR,MAR-2025,,,
41627.43866,INR,MAR-2025,,,
0,CNY,MAR-2025,,,
-98102.33838,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
319.48222,CNY,MAR-2025,,,
8636.79993,CNY,MAR-2025,,,
15321.81831,CNY,MAR-2025,,,
2950.87515,GBP,MAR-2025,,,
15685.73726,CNY,MAR-2025,,,
95952.48477,INR,MAR-2025,,,
87898.98572,TWD,MAR-2025,,,
3560.20327,USD,MAR-2025,,,
-132685.62632,CNY,MAR-2025,,,
2142.44904,GBP,MAR-2025,,,
1048.63314,GBP,MAR-2025,,,
0,NOK,MAR-2025,,,
1356.19126,EUR,MAR-2025,,,
169.13994,AZN,MAR-2025,,,
2595.72574,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
4924.22396,CNY,MAR-2025,,,
-21389.89357,CNY,MAR-2025,,,
10063.50914,EUR,MAR-2025,,,
-5828.84681,CNY,MAR-2025,,,
2092.54276,CNY,MAR-2025,,,
2887.8,CNY,MAR-2025,,,
216332.64189,INR,MAR-2025,,,
255803.76524,INR,MAR-2025,,,
114360.62401,INR,MAR-2025,,,
91850.2752,INR,MAR-2025,,,
9.55737,BAM,MAR-2025,,,
0,AUD,MAR-2025,,,
175461.72885,THB,MAR-2025,,,
54382896.27051,VND,MAR-2025,,,
58294276.23761,VND,MAR-2025,,,
15265091.85119,VND,MAR-2025,,,
9213644.25102,VND,MAR-2025,,,
2954847.91725,VND,MAR-2025,,,
4154223.77302,VND,MAR-2025,,,
0,VND,MAR-2025,,,
4309.36573,EUR,MAR-2025,,,
6568.20653,USD,MAR-2025,,,
2693.40195,USD,MAR-2025,,,
269.54319,USD,MAR-2025,,,
4160.84694,USD,MAR-2025,,,
2567.46579,USD,MAR-2025,,,
2489.5379,USD,MAR-2025,,,
2697.31562,USD,MAR-2025,,,
2054.00497,USD,MAR-2025,,,
2669.65831,EUR,MAR-2025,,,
13781.68556,EUR,MAR-2025,,,
3331.60228,EUR,MAR-2025,,,
1015.54291,EUR,MAR-2025,,,
3628.008,EUR,MAR-2025,,,
0,CNY,MAR-2025,,,
223.94688,CNY,MAR-2025,,,
492.68314,CNY,MAR-2025,,,
24301.10054,AED,MAR-2025,,,
4616.20776,SGD,MAR-2025,,,
671.97931,SGD,MAR-2025,,,
-96408.11889,CNY,MAR-2025,,,
4608.63565,EUR,MAR-2025,,,
6791.18647,EUR,MAR-2025,,,
3006.55394,EUR,MAR-2025,,,
15395.60221,CHF,MAR-2025,,,
2827.26817,EUR,MAR-2025,,,
350.32109,EUR,MAR-2025,,,
15144.91779,EUR,MAR-2025,,,
18257.64884,AED,MAR-2025,,,
2640.95066,USD,MAR-2025,,,
51901.76776,TRY,MAR-2025,,,
7812.84919,EUR,MAR-2025,,,
-307.4274547213240687840532954548433,EUR,MAR-2025,,,
3824.0171,EUR,MAR-2025,,,
0,EUR,MAR-2025,,,
836.88583,EUR,MAR-2025,,,
2555.77964,EUR,MAR-2025,,,
1059.91634,EUR,MAR-2025,,,
15.77323,EUR,MAR-2025,,,
114337.42204,NGN,MAR-2025,,,
5218.33524,USD,MAR-2025,,,
155955.56997,BDT,MAR-2025,,,
29106.82935,NOK,MAR-2025,,,
0,SAR,MAR-2025,,,
801.23226,USD,MAR-2025,,,
1064.37407,USD,MAR-2025,,,
1292.68406,EUR,MAR-2025,,,
13087.63003,SAR,MAR-2025,,,
11506.11293,SAR,MAR-2025,,,
319.60317,EUR,MAR-2025,,,
1018.2159,EUR,MAR-2025,,,
2980803.66752,ARS,MAR-2025,,,
4090.41857,AUD,MAR-2025,,,
2729.21909,AUD,MAR-2025,,,
2796.66073,EUR,MAR-2025,,,
1189.62558,EUR,MAR-2025,,,
1472.58397,EUR,MAR-2025,,,
1218.16834,EUR,MAR-2025,,,
11543.52321,EUR,MAR-2025,,,
160212.65728,JPY,MAR-2025,,,
16008.24708,EGP,MAR-2025,,,
30187.77187,EGP,MAR-2025,,,
10840.34916,RON,MAR-2025,,,
14124.1333,RON,MAR-2025,,,
20809.21296,MAD,MAR-2025,,,
43101.78226,MAD,MAR-2025,,,
79440.25898,AUD,MAR-2025,,,
508931.04413,JPY,MAR-2025,,,
8678.56134,BRL,MAR-2025,,,
-17474.94105,BRL,MAR-2025,,,
5286.58637,USD,MAR-2025,,,
1819.12137,USD,MAR-2025,,,
1998778.16407,CLP,MAR-2025,,,
0,CLP,MAR-2025,,,
2480.39766,EUR,MAR-2025,,,
196.87633,EUR,MAR-2025,,,
1843.37934,EUR,MAR-2025,,,
1113.85543,EUR,MAR-2025,,,
1303.2233,EUR,MAR-2025,,,
10894.8147,EUR,MAR-2025,,,
11661.07297,EUR,MAR-2025,,,
613.83712,BAM,MAR-2025,,,
-50072.00903,CNY,MAR-2025,,,
29088.06499,CNY,MAR-2025,,,
-43384.12834,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
13069.363,CNY,MAR-2025,,,
1366.28003,CNY,MAR-2025,,,
2156.36369,CNY,MAR-2025,,,
1992.42032,CNY,MAR-2025,,,
-8712.57323,CNY,MAR-2025,,,
2194.18837,CNY,MAR-2025,,,
17611.71858,CNY,MAR-2025,,,
12374.72742,CNY,MAR-2025,,,
-119867.65607,CNY,MAR-2025,,,
18369.07028,CNY,MAR-2025,,,
1851.77419,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
11102.7008,CNY,MAR-2025,,,
17262.10394,CNY,MAR-2025,,,
22963.59102,CNY,MAR-2025,,,
14.9194,CNY,MAR-2025,,,
19934.9155,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
-20656.10773,CNY,MAR-2025,,,
4772.75833,CNY,MAR-2025,,,
14533.86673,CNY,MAR-2025,,,
26762.95569,CNY,MAR-2025,,,
122783.2876,INR,MAR-2025,,,
0,SEK,MAR-2025,,,
20066.31413,SEK,MAR-2025,,,
21082.69669,SEK,MAR-2025,,,
0,USD,MAR-2025,,,
-19953.26289,BRL,MAR-2025,,,
13944.11992,EUR,MAR-2025,,,
12665.67604,EUR,MAR-2025,,,
5213.38356,CHF,MAR-2025,,,
6023.02041,CHF,MAR-2025,,,
62392.79414,ZAR,MAR-2025,,,
130137.10973,ZAR,MAR-2025,,,
5068.32585,SAR,MAR-2025,,,
7435.31391,TND,MAR-2025,,,
325180.70122,PKR,MAR-2025,,,
8775.5568,EUR,MAR-2025,,,
3715.6996,EUR,MAR-2025,,,
2464.56553,EUR,MAR-2025,,,
9500.25272,EUR,MAR-2025,,,
10802.28452,EGP,MAR-2025,,,
6472.98762,SAR,MAR-2025,,,
12056.31482,SAR,MAR-2025,,,
6372.35883,SAR,MAR-2025,,,
1910188.78985,HUF,MAR-2025,,,
311.78943,EUR,MAR-2025,,,
33631.4448,NOK,MAR-2025,,,
980.48146,EUR,MAR-2025,,,
317.70153,EUR,MAR-2025,,,
1524.79254,EUR,MAR-2025,,,
42087.21702,CZK,MAR-2025,,,
3319.19606,EUR,MAR-2025,,,
3531.88311,USD,MAR-2025,,,
823.70218,GBP,MAR-2025,,,
1734.05725,USD,MAR-2025,,,
20961.4355,CNY,MAR-2025,,,
1817.62933,EUR,MAR-2025,,,
95.8477,EUR,MAR-2025,,,
-14401.51038462662475628240359989712,MXN,MAR-2025,,,
68873.02011,TWD,MAR-2025,,,
15186.16716,CNY,MAR-2025,,,
298566.80444,JPY,MAR-2025,,,
310565.79883,JPY,MAR-2025,,,
-8190.18514,BRL,MAR-2025,,,
3057.45676,BRL,MAR-2025,,,
2487.99171,BRL,MAR-2025,,,
2644.73667,BRL,MAR-2025,,,
904572.44221,INR,MAR-2025,,,
274946.42116,INR,MAR-2025,,,
6641.60069,AED,MAR-2025,,,
87573.43977,INR,MAR-2025,,,
47478.00239,INR,MAR-2025,,,
-15797.38376308539856999986641653822,CLP,MAR-2025,,,
129467.62281,CLP,MAR-2025,,,
12877434.68449,COP,MAR-2025,,,
7221962.0254,COP,MAR-2025,,,
3660.89059,EUR,MAR-2025,,,
16723.21873,EUR,MAR-2025,,,
1094.73297,AED,MAR-2025,,,
1453.96999,AED,MAR-2025,,,
4923.82359,EGP,MAR-2025,,,
186723.66331,KES,MAR-2025,,,
427783.45228,KES,MAR-2025,,,
3298.20729,USD,MAR-2025,,,
11031.35653,USD,MAR-2025,,,
1847.17027,EUR,MAR-2025,,,
-71779.07048,CNY,MAR-2025,,,
1942.66645,EUR,MAR-2025,,,
0,EUR,MAR-2025,,,
1225.39479,EUR,MAR-2025,,,
4020.02205,EUR,MAR-2025,,,
5972.27414,EUR,MAR-2025,,,
14428.29504,SGD,MAR-2025,,,
0,EGP,MAR-2025,,,
0,EGP,MAR-2025,,,
10057.3555,BRL,MAR-2025,,,
0,GBP,MAR-2025,,,
779.89233,GBP,MAR-2025,,,
1245.09445,EUR,MAR-2025,,,
8783.53223,EUR,MAR-2025,,,
4327.52703,GBP,MAR-2025,,,
471845.66702,COP,MAR-2025,,,
700379.3285,UZS,MAR-2025,,,
0,EUR,MAR-2025,,,
39712.78019,AED,MAR-2025,,,
75673.08986,AED,MAR-2025,,,
11676.99223,CNY,MAR-2025,,,
3254.89883,EUR,MAR-2025,,,
27538.08524,CNY,MAR-2025,,,
7172.95249,CNY,MAR-2025,,,
-95071.71846,CNY,MAR-2025,,,
686.82481,EUR,MAR-2025,,,
247901.24595,TWD,MAR-2025,,,
4281.354,AUD,MAR-2025,,,
8614.914,AUD,MAR-2025,,,
0,USD,MAR-2025,,,
9521.71419,PEN,MAR-2025,,,
2239.04994,PEN,MAR-2025,,,
0,PEN,MAR-2025,,,
732.00509,PEN,MAR-2025,,,
0,PEN,MAR-2025,,,
650578.82628,INR,MAR-2025,,,
20771.49398,THB,MAR-2025,,,
9215.27427,CNY,MAR-2025,,,
0,GBP,MAR-2025,,,
0,GBP,MAR-2025,,,
0,GBP,MAR-2025,,,
848.50405,CNY,MAR-2025,,,
5099.94405,USD,MAR-2025,,,
14734.92972,SGD,MAR-2025,,,
4632.97695,MYR,MAR-2025,,,
329.61285,MYR,MAR-2025,,,
32791.89517,TWD,MAR-2025,,,
7677.88685,USD,MAR-2025,,,
7811.86247,USD,MAR-2025,,,
13497.246,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
43113.8357,CNY,MAR-2025,,,
28902.57636,NOK,MAR-2025,,,
0,NOK,MAR-2025,,,
19767.23308,NOK,MAR-2025,,,
974.90965,EUR,MAR-2025,,,
882.53665,EUR,MAR-2025,,,
6207.46046,CNY,MAR-2025,,,
-11803.1286,CNY,MAR-2025,,,
5960.50729,USD,MAR-2025,,,
10218.72791,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
51778.80328,CNY,MAR-2025,,,
1409.53872,USD,MAR-2025,,,
1864.0864,USD,MAR-2025,,,
204520.18386,INR,MAR-2025,,,
65061.86001,INR,MAR-2025,,,
12315.34216,MAD,MAR-2025,,,
-6038538.573130482685020122618287253,COP,MAR-2025,,,
3210.89582,SAR,MAR-2025,,,
804.02971,EUR,MAR-2025,,,
1070.35592,BRL,MAR-2025,,,
0,BRL,MAR-2025,,,
0,INR,MAR-2025,,,
0,INR,MAR-2025,,,
1885.77191,EUR,MAR-2025,,,
0,TZS,MAR-2025,,,
1660.05014,CNY,MAR-2025,,,
6806.22577,CNY,MAR-2025,,,
49265.00518,MXN,MAR-2025,,,
77377.44954,MXN,MAR-2025,,,
192.04056,BRL,MAR-2025,,,
-1262.39648,BRL,MAR-2025,,,
7218.90567,CAD,MAR-2025,,,
685271.85147,INR,MAR-2025,,,
880523.74847,INR,MAR-2025,,,
3501.25309,EUR,MAR-2025,,,
2488.07774,EUR,MAR-2025,,,
0,TZS,MAR-2025,,,
2659.29529,AUD,MAR-2025,,,
9005.8878,USD,MAR-2025,,,
1639.13583,SGD,MAR-2025,,,
4603.17297,SGD,MAR-2025,,,
0,SGD,MAR-2025,,,
16445.28561,AED,MAR-2025,,,
21140.09761,AED,MAR-2025,,,
4232.87416,AED,MAR-2025,,,
5795.50865,AED,MAR-2025,,,
0,AED,MAR-2025,,,
0,AED,MAR-2025,,,
197550.24391,TRY,MAR-2025,,,
0,GBP,MAR-2025,,,
3867.22581,GBP,MAR-2025,,,
5109.27076,GBP,MAR-2025,,,
10949.66711,SGD,MAR-2025,,,
23189.04295,USD,MAR-2025,,,
0,ZAR,MAR-2025,,,
56046.0042,ZAR,MAR-2025,,,
39560.94294,ZAR,MAR-2025,,,
13396.31509,ZAR,MAR-2025,,,
12748.183,CNY,MAR-2025,,,
4451.04879,EUR,MAR-2025,,,
0,EUR,MAR-2025,,,
6040981.53858,COP,MAR-2025,,,
747765.96517,COP,MAR-2025,,,
6560.86232,USD,MAR-2025,,,
17233.12082,BRL,MAR-2025,,,
1935041.03066,ARS,MAR-2025,,,
454931.12103,ARS,MAR-2025,,,
25241.02859,CNY,MAR-2025,,,
7448.47627,CNY,MAR-2025,,,
2249.20109,USD,MAR-2025,,,
-49980.956,CNY,MAR-2025,,,
25086.00813,CNY,MAR-2025,,,
24894.94787,CNY,MAR-2025,,,
5402.02276,CNY,MAR-2025,,,
12939.38191,BRL,MAR-2025,,,
0,BRL,MAR-2025,,,
0,BRL,MAR-2025,,,
689068.37181,HUF,MAR-2025,,,
13879.88125,EGP,MAR-2025,,,
2100.3098,EUR,MAR-2025,,,
1426.51333,EUR,MAR-2025,,,
3841.19987,EUR,MAR-2025,,,
38674.66786,INR,MAR-2025,,,
91133.38829,INR,MAR-2025,,,
65664.73961,INR,MAR-2025,,,
1654.72,USD,MAR-2025,,,
26498.73277,THB,MAR-2025,,,
3674.05051,EUR,MAR-2025,,,
15279.1149,ZAR,MAR-2025,,,
324092.31873,JPY,MAR-2025,,,
135861.00756,JPY,MAR-2025,,,
110060.95753,JPY,MAR-2025,,,
224090.68292,JPY,MAR-2025,,,
9541.92942,USD,MAR-2025,,,
5794.7148,USD,MAR-2025,,,
573156.65948,INR,MAR-2025,,,
8109.2203,USD,MAR-2025,,,
8721.43445,TWD,MAR-2025,,,
49034.62363,PKR,MAR-2025,,,
215952.05632,PKR,MAR-2025,,,
12253.76569,QAR,MAR-2025,,,
1198.12489,QAR,MAR-2025,,,
0,AED,MAR-2025,,,
0,AED,MAR-2025,,,
14667.8857,AED,MAR-2025,,,
13627.29765,AED,MAR-2025,,,
634.80389,BAM,MAR-2025,,,
5856.48441,BAM,MAR-2025,,,
902.36463,EUR,MAR-2025,,,
13610.8949,CNY,MAR-2025,,,
24441.7195,CNY,MAR-2025,,,
13672.17736,CNY,MAR-2025,,,
12321.10498,CNY,MAR-2025,,,
6778.04951,CNY,MAR-2025,,,
-18876.02187,CNY,MAR-2025,,,
4301.00124,CNY,MAR-2025,,,
5353.84047,EUR,MAR-2025,,,
10267.60987,EUR,MAR-2025,,,
2631.56264,EUR,MAR-2025,,,
5834.64849,EUR,MAR-2025,,,
-13981.05584,CNY,MAR-2025,,,
13981.05584,CNY,MAR-2025,,,
6853.41562,CNY,MAR-2025,,,
4533.23772,CNY,MAR-2025,,,
8516.08319,CNY,MAR-2025,,,
72431.41352,CNY,MAR-2025,,,
52446.05134,CNY,MAR-2025,,,
7046.57668,CNY,MAR-2025,,,
-15512.85259,CNY,MAR-2025,,,
4093.3171,AUD,MAR-2025,,,
6134.86119,AUD,MAR-2025,,,
24231.40282,TRY,MAR-2025,,,
47451.4292,MXN,MAR-2025,,,
33136.41282,MXN,MAR-2025,,,
0,MXN,MAR-2025,,,
115903.25306,MAD,MAR-2025,,,
57226.24065,MAD,MAR-2025,,,
3015.0896,EUR,MAR-2025,,,
2997.6976,EUR,MAR-2025,,,
0,EUR,MAR-2025,,,
2566.67463,GBP,MAR-2025,,,
2956.28808,GBP,MAR-2025,,,
2636.36753,GBP,MAR-2025,,,
8041.18114,USD,MAR-2025,,,
3760.54789,USD,MAR-2025,,,
7976.41677,USD,MAR-2025,,,
5094.86045,USD,MAR-2025,,,
56058.06789,TWD,MAR-2025,,,
1010877.435,CLP,MAR-2025,,,
1580.63171,CNY,MAR-2025,,,
0,CNY,MAR-2025,,,
8252.61374,EUR,MAR-2025,,,
3683.25305,USD,MAR-2025,,,
1540.17235,USD,MAR-2025,,,
2266.56821,USD,MAR-2025,,,
7850.82963,USD,MAR-2025,,,
5282.78874,EUR,MAR-2025,,,
2086.70941,SGD,MAR-2025,,,
3383.40611,SGD,MAR-2025,,,
2930.77653,SGD,MAR-2025,,,
808259.58796,JPY,MAR-2025,,,
0,EUR,MAR-2025,,,
251991.18701,INR,MAR-2025,,,
16566.1216,SGD,MAR-2025,,,
24344.10243,EGP,MAR-2025,,,
35813.6735,ZAR,MAR-2025,,,
4404.8421,CHF,MAR-2025,,,
3956.56171,CHF,MAR-2025,,,
23802.25233,USD,MAR-2025,,,
26184.33436,MXN,MAR-2025,,,
4467595.26405,JPY,MAR-2025,,,
1295.56168,GBP,MAR-2025,,,
2652.64012,RON,MAR-2025,,,
3828.88572,RON,MAR-2025,,,
